Date,Region,Cases,Recoveries,Deaths,Deaths per day,Cases per day ,Recoveries per day
01/07/2020,Erongo,247,7,0,0,247,7
01/07/2020,Hardap,6,1,0,0,6,1
01/07/2020,Kharas,7,2,0,0,7,2
01/07/2020,Kavango East,0,0,0,0,0,0
01/07/2020,Kavango West,0,0,0,0,0,0
01/07/2020,Khomas,25,14,0,0,25,14
01/07/2020,Kunene,0,0,0,0,0,0
01/07/2020,Ohangwena,1,0,0,0,1,0
01/07/2020,Omaheke,0,0,0,0,0,0
01/07/2020,Omusati,0,0,0,0,0,0
01/07/2020,Oshana,2,0,0,0,2,0
01/07/2020,Oshikoto,0,0,0,0,0,0
01/07/2020,Otjozondupa,3,0,0,0,3,0
01/07/2020,Zambezi,2,0,0,0,2,0
02/07/2020,Erongo,288,8,0,0,41,1
02/07/2020,Hardap,6,1,0,0,0,0
02/07/2020,Kharas,7,2,0,0,0,0
02/07/2020,Kavango East,0,0,0,0,0,0
02/07/2020,Kavango West,0,0,0,0,0,0
02/07/2020,Khomas,26,14,0,0,1,0
02/07/2020,Kunene,0,0,0,0,0,0
02/07/2020,Ohangwena,1,0,0,0,0,0
02/07/2020,Omaheke,0,0,0,0,0,0
02/07/2020,Omusati,0,0,0,0,0,0
02/07/2020,Oshana,2,0,0,0,0,0
02/07/2020,Oshikoto,0,0,0,0,0,0
02/07/2020,Otjozondupa,3,0,0,0,0,0
02/07/2020,Zambezi,2,0,0,0,0,0
03/07/2020,Erongo,327,8,0,0,39,0
03/07/2020,Hardap,6,1,0,0,0,0
03/07/2020,Kharas,7,2,0,0,0,0
03/07/2020,Kavango East,0,0,0,0,0,0
03/07/2020,Kavango West,0,0,0,0,0,0
03/07/2020,Khomas,27,14,0,0,1,0
03/07/2020,Kunene,0,0,0,0,0,0
03/07/2020,Ohangwena,1,0,0,0,0,0
03/07/2020,Omaheke,0,0,0,0,0,0
03/07/2020,Omusati,0,0,0,0,0,0
03/07/2020,Oshana,2,0,0,0,0,0
03/07/2020,Oshikoto,0,0,0,0,0,0
03/07/2020,Otjozondupa,3,0,0,0,0,0
03/07/2020,Zambezi,2,0,0,0,0,0
04/07/2020,Erongo,363,8,0,0,36,0
04/07/2020,Hardap,6,1,0,0,0,0
04/07/2020,Kharas,7,2,0,0,0,0
04/07/2020,Kavango East,0,0,0,0,0,0
04/07/2020,Kavango West,0,0,0,0,0,0
04/07/2020,Khomas,27,14,0,0,0,0
04/07/2020,Kunene,0,0,0,0,0,0
04/07/2020,Ohangwena,2,0,0,0,1,0
04/07/2020,Omaheke,0,0,0,0,0,0
04/07/2020,Omusati,0,0,0,0,0,0
04/07/2020,Oshana,2,0,0,0,0,0
04/07/2020,Oshikoto,0,0,0,0,0,0
04/07/2020,Otjozondupa,3,0,0,0,0,0
04/07/2020,Zambezi,2,0,0,0,0,0
05/07/2020,Erongo,435,8,0,0,72,0
05/07/2020,Hardap,6,1,0,0,0,0
05/07/2020,Kharas,7,2,0,0,0,0
05/07/2020,Kavango East,0,0,0,0,0,0
05/07/2020,Kavango West,0,0,0,0,0,0
05/07/2020,Khomas,28,14,0,0,1,0
05/07/2020,Kunene,0,0,0,0,0,0
05/07/2020,Ohangwena,2,0,0,0,0,0
05/07/2020,Omaheke,0,0,0,0,0,0
05/07/2020,Omusati,0,0,0,0,0,0
05/07/2020,Oshana,2,0,0,0,0,0
05/07/2020,Oshikoto,0,0,0,0,0,0
05/07/2020,Otjozondupa,3,0,0,0,0,0
05/07/2020,Zambezi,2,0,0,0,0,0
06/07/2020,Erongo,488,8,0,0,53,0
06/07/2020,Hardap,6,1,0,0,0,0
06/07/2020,Kharas,7,2,0,0,0,0
06/07/2020,Kavango East,0,0,0,0,0,0
06/07/2020,Kavango West,0,0,0,0,0,0
06/07/2020,Khomas,29,14,0,0,1,0
06/07/2020,Kunene,0,0,0,0,0,0
06/07/2020,Ohangwena,2,0,0,0,0,0
06/07/2020,Omaheke,0,0,0,0,0,0
06/07/2020,Omusati,0,0,0,0,0,0
06/07/2020,Oshana,2,0,0,0,0,0
06/07/2020,Oshikoto,0,0,0,0,0,0
06/07/2020,Otjozondupa,3,0,0,0,0,0
06/07/2020,Zambezi,2,0,0,0,0,0
07/07/2020,Erongo,541,8,0,0,53,0
07/07/2020,Hardap,6,1,0,0,0,0
07/07/2020,Kharas,7,2,0,0,0,0
07/07/2020,Kavango East,0,0,0,0,0,0
07/07/2020,Kavango West,0,0,0,0,0,0
07/07/2020,Khomas,30,14,0,0,1,0
07/07/2020,Kunene,0,0,0,0,0,0
07/07/2020,Ohangwena,2,0,0,0,0,0
07/07/2020,Omaheke,0,0,0,0,0,0
07/07/2020,Omusati,0,0,0,0,0,0
07/07/2020,Oshana,2,0,0,0,0,0
07/07/2020,Oshikoto,0,0,0,0,0,0
07/07/2020,Otjozondupa,3,0,0,0,0,0
07/07/2020,Zambezi,2,0,0,0,0,0
08/07/2020,Erongo,561,8,0,0,20,0
08/07/2020,Hardap,6,1,0,0,0,0
08/07/2020,Kharas,8,2,0,0,1,0
08/07/2020,Kavango East,0,0,0,0,0,0
08/07/2020,Kavango West,0,0,0,0,0,0
08/07/2020,Khomas,30,14,0,0,0,0
08/07/2020,Kunene,0,0,0,0,0,0
08/07/2020,Ohangwena,2,0,0,0,0,0
08/07/2020,Omaheke,0,0,0,0,0,0
08/07/2020,Omusati,0,0,0,0,0,0
08/07/2020,Oshana,3,0,0,0,1,0
08/07/2020,Oshikoto,0,0,0,0,0,0
08/07/2020,Otjozondupa,3,0,0,0,0,0
08/07/2020,Zambezi,2,0,0,0,0,0
09/07/2020,Erongo,610,8,1,1,49,0
09/07/2020,Hardap,6,1,0,0,0,0
09/07/2020,Kharas,8,2,0,0,0,0
09/07/2020,Kavango East,0,0,0,0,0,0
09/07/2020,Kavango West,0,0,0,0,0,0
09/07/2020,Khomas,31,14,0,0,1,0
09/07/2020,Kunene,0,0,0,0,0,0
09/07/2020,Ohangwena,2,0,0,0,0,0
09/07/2020,Omaheke,0,0,0,0,0,0
09/07/2020,Omusati,0,0,0,0,0,0
09/07/2020,Oshana,4,0,0,0,1,0
09/07/2020,Oshikoto,0,0,0,0,0,0
09/07/2020,Otjozondupa,5,0,0,0,2,0
09/07/2020,Zambezi,2,0,0,0,0,0
10/07/2020,Erongo,654,8,1,0,44,0
10/07/2020,Hardap,6,1,0,0,0,0
10/07/2020,Kharas,9,2,0,0,1,0
10/07/2020,Kavango East,0,0,0,0,0,0
10/07/2020,Kavango West,0,0,0,0,0,0
10/07/2020,Khomas,31,14,0,0,0,0
10/07/2020,Kunene,0,0,0,0,0,0
10/07/2020,Ohangwena,2,0,0,0,0,0
10/07/2020,Omaheke,0,0,0,0,0,0
10/07/2020,Omusati,0,0,0,0,0,0
10/07/2020,Oshana,4,0,0,0,0,0
10/07/2020,Oshikoto,0,0,0,0,0,0
10/07/2020,Otjozondupa,5,0,0,0,0,0
10/07/2020,Zambezi,2,0,0,0,0,0
11/07/2020,Erongo,723,8,1,0,69,0
11/07/2020,Hardap,6,1,0,0,0,0
11/07/2020,Kharas,10,3,0,0,1,1
11/07/2020,Kavango East,0,0,0,0,0,0
11/07/2020,Kavango West,0,0,0,0,0,0
11/07/2020,Khomas,31,14,0,0,0,0
11/07/2020,Kunene,0,0,0,0,0,0
11/07/2020,Ohangwena,3,0,0,0,1,0
11/07/2020,Omaheke,0,0,0,0,0,0
11/07/2020,Omusati,0,0,0,0,0,0
11/07/2020,Oshana,5,0,0,0,1,0
11/07/2020,Oshikoto,0,0,0,0,0,0
11/07/2020,Otjozondupa,5,0,0,0,0,0
11/07/2020,Zambezi,2,0,0,0,0,0
12/07/2020,Erongo,796,10,1,0,73,2
12/07/2020,Hardap,6,1,0,0,0,0
12/07/2020,Kharas,11,3,0,0,1,0
12/07/2020,Kavango East,0,0,0,0,0,0
12/07/2020,Kavango West,0,0,0,0,0,0
12/07/2020,Khomas,33,14,0,0,2,0
12/07/2020,Kunene,0,0,0,0,0,0
12/07/2020,Ohangwena,3,0,0,0,0,0
12/07/2020,Omaheke,0,0,0,0,0,0
12/07/2020,Omusati,0,0,0,0,0,0
12/07/2020,Oshana,5,0,0,0,0,0
12/07/2020,Oshikoto,0,0,0,0,0,0
12/07/2020,Otjozondupa,5,0,0,0,0,0
12/07/2020,Zambezi,2,0,0,0,0,0
13/07/2020,Erongo,796,10,1,0,0,0
13/07/2020,Hardap,6,1,0,0,0,0
13/07/2020,Kharas,11,3,0,0,0,0
13/07/2020,Kavango East,0,0,0,0,0,0
13/07/2020,Kavango West,0,0,0,0,0,0
13/07/2020,Khomas,33,14,0,0,0,0
13/07/2020,Kunene,0,0,0,0,0,0
13/07/2020,Ohangwena,3,0,0,0,0,0
13/07/2020,Omaheke,0,0,0,0,0,0
13/07/2020,Omusati,0,0,0,0,0,0
13/07/2020,Oshana,5,0,0,0,0,0
13/07/2020,Oshikoto,0,0,0,0,0,0
13/07/2020,Otjozondupa,5,0,0,0,0,0
13/07/2020,Zambezi,2,0,0,0,0,0
14/07/2020,Erongo,890,11,2,1,94,1
14/07/2020,Hardap,6,1,0,0,0,0
14/07/2020,Kharas,15,3,0,0,4,0
14/07/2020,Kavango East,0,0,0,0,0,0
14/07/2020,Kavango West,0,0,0,0,0,0
14/07/2020,Khomas,34,16,0,0,1,2
14/07/2020,Kunene,0,0,0,0,0,0
14/07/2020,Ohangwena,3,0,0,0,0,0
14/07/2020,Omaheke,0,0,0,0,0,0
14/07/2020,Omusati,0,0,0,0,0,0
14/07/2020,Oshana,5,0,0,0,0,0
14/07/2020,Oshikoto,0,0,0,0,0,0
14/07/2020,Otjozondupa,5,0,0,0,0,0
14/07/2020,Zambezi,2,0,0,0,0,0
15/07/2020,Erongo,960,11,2,0,70,0
15/07/2020,Hardap,6,1,0,0,0,0
15/07/2020,Kharas,15,3,0,0,0,0
15/07/2020,Kavango East,0,0,0,0,0,0
15/07/2020,Kavango West,0,0,0,0,0,0
15/07/2020,Khomas,35,16,0,0,1,0
15/07/2020,Kunene,0,0,0,0,0,0
15/07/2020,Ohangwena,3,0,0,0,0,0
15/07/2020,Omaheke,0,0,0,0,0,0
15/07/2020,Omusati,0,0,0,0,0,0
15/07/2020,Oshana,5,0,0,0,0,0
15/07/2020,Oshikoto,0,0,0,0,0,0
15/07/2020,Otjozondupa,5,0,0,0,0,0
15/07/2020,Zambezi,3,0,0,0,1,0
16/07/2020,Erongo,1002,12,2,0,42,1
16/07/2020,Hardap,6,1,0,0,0,0
16/07/2020,Kharas,16,3,0,0,1,0
16/07/2020,Kavango East,0,0,0,0,0,0
16/07/2020,Kavango West,0,0,0,0,0,0
16/07/2020,Khomas,38,16,0,0,3,0
16/07/2020,Kunene,0,0,0,0,0,0
16/07/2020,Ohangwena,3,0,0,0,0,0
16/07/2020,Omaheke,0,0,0,0,0,0
16/07/2020,Omusati,0,0,0,0,0,0
16/07/2020,Oshana,5,0,0,0,0,0
16/07/2020,Oshikoto,0,0,0,0,0,0
16/07/2020,Otjozondupa,5,0,0,0,0,0
16/07/2020,Zambezi,3,0,0,0,0,0
17/07/2020,Erongo,1121,12,2,0,119,0
17/07/2020,Hardap,6,1,0,0,0,0
17/07/2020,Kharas,20,3,0,0,4,0
17/07/2020,Kavango East,0,0,0,0,0,0
17/07/2020,Kavango West,0,0,0,0,0,0
17/07/2020,Khomas,39,16,0,0,1,0
17/07/2020,Kunene,0,0,0,0,0,0
17/07/2020,Ohangwena,4,0,0,0,1,0
17/07/2020,Omaheke,0,0,0,0,0,0
17/07/2020,Omusati,0,0,0,0,0,0
17/07/2020,Oshana,5,0,0,0,0,0
17/07/2020,Oshikoto,0,0,0,0,0,0
17/07/2020,Otjozondupa,5,0,0,0,0,0
17/07/2020,Zambezi,3,0,0,0,0,0
18/07/2020,Erongo,1165,14,3,1,44,2
18/07/2020,Hardap,6,1,0,0,0,0
18/07/2020,Kharas,20,3,0,0,0,0
18/07/2020,Kavango East,0,0,0,0,0,0
18/07/2020,Kavango West,0,0,0,0,0,0
18/07/2020,Khomas,39,17,0,0,0,1
18/07/2020,Kunene,0,0,0,0,0,0
18/07/2020,Ohangwena,4,0,0,0,0,0
18/07/2020,Omaheke,0,0,0,0,0,0
18/07/2020,Omusati,0,0,0,0,0,0
18/07/2020,Oshana,5,0,0,0,0,0
18/07/2020,Oshikoto,0,0,0,0,0,0
18/07/2020,Otjozondupa,5,0,0,0,0,0
18/07/2020,Zambezi,3,0,0,0,0,0
19/07/2020,Erongo,1258,18,4,1,93,4
19/07/2020,Hardap,6,1,0,0,0,0
19/07/2020,Kharas,20,5,0,0,0,2
19/07/2020,Kavango East,0,0,0,0,0,0
19/07/2020,Kavango West,0,0,0,0,0,0
19/07/2020,Khomas,39,18,0,0,0,1
19/07/2020,Kunene,0,0,0,0,0,0
19/07/2020,Ohangwena,6,0,0,0,2,0
19/07/2020,Omaheke,0,0,0,0,0,0
19/07/2020,Omusati,1,0,0,0,1,0
19/07/2020,Oshana,5,0,0,0,0,0
19/07/2020,Oshikoto,0,0,0,0,0,0
19/07/2020,Otjozondupa,5,0,0,0,0,0
19/07/2020,Zambezi,4,0,0,0,1,0
20/07/2020,Erongo,1279,33,7,3,21,15
20/07/2020,Hardap,6,1,0,0,0,0
20/07/2020,Kharas,20,5,0,0,0,0
20/07/2020,Kavango East,0,0,0,0,0,0
20/07/2020,Kavango West,0,0,0,0,0,0
20/07/2020,Khomas,40,18,0,0,1,0
20/07/2020,Kunene,0,0,0,0,0,0
20/07/2020,Ohangwena,6,0,0,0,0,0
20/07/2020,Omaheke,0,0,0,0,0,0
20/07/2020,Omusati,1,0,0,0,0,0
20/07/2020,Oshana,5,0,0,0,0,0
20/07/2020,Oshikoto,0,0,0,0,0,0
20/07/2020,Otjozondupa,5,0,0,0,0,0
20/07/2020,Zambezi,4,0,0,0,0,0
21/07/2020,Erongo,1311,36,7,0,32,3
21/07/2020,Hardap,6,4,0,0,0,3
21/07/2020,Kharas,21,5,0,0,1,0
21/07/2020,Kavango East,0,0,0,0,0,0
21/07/2020,Kavango West,0,0,0,0,0,0
21/07/2020,Khomas,43,18,0,0,3,0
21/07/2020,Kunene,0,0,0,0,0,0
21/07/2020,Ohangwena,6,0,0,0,0,0
21/07/2020,Omaheke,0,0,0,0,0,0
21/07/2020,Omusati,1,0,0,0,0,0
21/07/2020,Oshana,5,0,0,0,0,0
21/07/2020,Oshikoto,0,0,0,0,0,0
21/07/2020,Otjozondupa,5,0,0,0,0,0
21/07/2020,Zambezi,4,0,0,0,0,0
22/07/2020,Erongo,1422,41,7,0,111,5
22/07/2020,Hardap,6,4,0,0,0,0
22/07/2020,Kharas,22,5,0,0,1,0
22/07/2020,Kavango East,0,0,0,0,0,0
22/07/2020,Kavango West,0,0,0,0,0,0
22/07/2020,Khomas,50,18,0,0,7,0
22/07/2020,Kunene,0,0,0,0,0,0
22/07/2020,Ohangwena,6,0,0,0,0,0
22/07/2020,Omaheke,0,0,0,0,0,0
22/07/2020,Omusati,1,0,0,0,0,0
22/07/2020,Oshana,5,0,0,0,0,0
22/07/2020,Oshikoto,0,0,0,0,0,0
22/07/2020,Otjozondupa,5,0,0,0,0,0
22/07/2020,Zambezi,5,0,0,0,1,0
23/07/2020,Erongo,1501,44,7,0,79,3
23/07/2020,Hardap,6,4,0,0,0,0
23/07/2020,Kharas,24,5,0,0,2,0
23/07/2020,Kavango East,0,0,0,0,0,0
23/07/2020,Kavango West,0,0,0,0,0,0
23/07/2020,Khomas,60,18,0,0,10,0
23/07/2020,Kunene,0,0,0,0,0,0
23/07/2020,Ohangwena,8,0,0,0,2,0
23/07/2020,Omaheke,0,0,0,0,0,0
23/07/2020,Omusati,2,0,0,0,1,0
23/07/2020,Oshana,5,0,0,0,0,0
23/07/2020,Oshikoto,0,0,0,0,0,0
23/07/2020,Otjozondupa,7,0,0,0,2,0
23/07/2020,Zambezi,5,0,0,0,0,0
24/07/2020,Erongo,1557,44,7,0,56,0
24/07/2020,Hardap,6,4,0,0,0,0
24/07/2020,Kharas,24,5,0,0,0,0
24/07/2020,Kavango East,0,0,0,0,0,0
24/07/2020,Kavango West,0,0,0,0,0,0
24/07/2020,Khomas,65,18,0,0,5,0
24/07/2020,Kunene,1,0,0,0,1,0
24/07/2020,Ohangwena,8,0,0,0,0,0
24/07/2020,Omaheke,0,0,0,0,0,0
24/07/2020,Omusati,2,0,0,0,0,0
24/07/2020,Oshana,7,0,0,0,2,0
24/07/2020,Oshikoto,1,0,0,0,1,0
24/07/2020,Otjozondupa,7,0,0,0,0,0
24/07/2020,Zambezi,6,0,0,0,1,0
25/07/2020,Erongo,1638,45,8,1,81,1
25/07/2020,Hardap,7,4,0,0,1,0
25/07/2020,Kharas,28,5,0,0,4,0
25/07/2020,Kavango East,0,0,0,0,0,0
25/07/2020,Kavango West,0,0,0,0,0,0
25/07/2020,Khomas,70,20,0,0,5,2
25/07/2020,Kunene,1,0,0,0,0,0
25/07/2020,Ohangwena,8,0,0,0,0,0
25/07/2020,Omaheke,0,0,0,0,0,0
25/07/2020,Omusati,2,0,0,0,0,0
25/07/2020,Oshana,7,0,0,0,0,0
25/07/2020,Oshikoto,1,0,0,0,0,0
25/07/2020,Otjozondupa,7,0,0,0,0,0
25/07/2020,Zambezi,6,1,0,0,0,1
26/07/2020,Erongo,1699,70,8,0,61,25
26/07/2020,Hardap,7,4,0,0,0,0
26/07/2020,Kharas,29,5,0,0,1,0
26/07/2020,Kavango East,0,0,0,0,0,0
26/07/2020,Kavango West,0,0,0,0,0,0
26/07/2020,Khomas,76,20,0,0,6,0
26/07/2020,Kunene,1,0,0,0,0,0
26/07/2020,Ohangwena,8,1,0,0,0,1
26/07/2020,Omaheke,0,0,0,0,0,0
26/07/2020,Omusati,2,0,0,0,0,0
26/07/2020,Oshana,7,0,0,0,0,0
26/07/2020,Oshikoto,1,0,0,0,0,0
26/07/2020,Otjozondupa,7,0,0,0,0,0
26/07/2020,Zambezi,6,1,0,0,0,0
27/07/2020,Erongo,1759,73,8,0,60,3
27/07/2020,Hardap,7,4,0,0,0,0
27/07/2020,Kharas,33,5,0,0,4,0
27/07/2020,Kavango East,2,0,0,0,2,0
27/07/2020,Kavango West,0,0,0,0,0,0
27/07/2020,Khomas,80,20,0,0,4,0
27/07/2020,Kunene,1,0,0,0,0,0
27/07/2020,Ohangwena,8,1,0,0,0,0
27/07/2020,Omaheke,0,0,0,0,0,0
27/07/2020,Omusati,2,0,0,0,0,0
27/07/2020,Oshana,9,0,0,0,2,0
27/07/2020,Oshikoto,2,0,0,0,1,0
27/07/2020,Otjozondupa,8,0,0,0,1,0
27/07/2020,Zambezi,6,1,0,0,0,0
28/07/2020,Erongo,1818,73,9,1,59,0
28/07/2020,Hardap,8,4,0,0,1,0
28/07/2020,Kharas,33,5,0,0,0,0
28/07/2020,Kavango East,2,0,0,0,0,0
28/07/2020,Kavango West,0,0,0,0,0,0
28/07/2020,Khomas,88,20,0,0,8,0
28/07/2020,Kunene,1,0,0,0,0,0
28/07/2020,Ohangwena,9,1,0,0,1,0
28/07/2020,Omaheke,0,0,0,0,0,0
28/07/2020,Omusati,2,0,0,0,0,0
28/07/2020,Oshana,9,0,0,0,0,0
28/07/2020,Oshikoto,2,0,0,0,0,0
28/07/2020,Otjozondupa,8,0,0,0,0,0
28/07/2020,Zambezi,6,1,0,0,0,0
29/07/2020,Erongo,1870,131,9,0,52,58
29/07/2020,Hardap,8,4,0,0,0,0
29/07/2020,Kharas,33,5,0,0,0,0
29/07/2020,Kavango East,2,0,0,0,0,0
29/07/2020,Kavango West,0,0,0,0,0,0
29/07/2020,Khomas,102,20,1,1,14,0
29/07/2020,Kunene,1,0,0,0,0,0
29/07/2020,Ohangwena,9,1,0,0,0,0
29/07/2020,Omaheke,0,0,0,0,0,0
29/07/2020,Omusati,2,0,0,0,0,0
29/07/2020,Oshana,9,2,0,0,0,2
29/07/2020,Oshikoto,2,0,0,0,0,0
29/07/2020,Otjozondupa,8,0,0,0,0,0
29/07/2020,Zambezi,6,1,0,0,0,0
30/07/2020,Erongo,1940,131,9,0,70,0
30/07/2020,Hardap,8,5,0,0,0,1
30/07/2020,Kharas,33,5,0,0,0,0
30/07/2020,Kavango East,2,0,0,0,0,0
30/07/2020,Kavango West,0,0,0,0,0,0
30/07/2020,Khomas,107,20,1,0,5,0
30/07/2020,Kunene,1,0,0,0,0,0
30/07/2020,Ohangwena,9,1,0,0,0,0
30/07/2020,Omaheke,0,0,0,0,0,0
30/07/2020,Omusati,2,0,0,0,0,0
30/07/2020,Oshana,9,2,0,0,0,0
30/07/2020,Oshikoto,2,0,0,0,0,0
30/07/2020,Otjozondupa,10,0,0,0,2,0
30/07/2020,Zambezi,6,2,0,0,0,1
31/07/2020,Erongo,1999,136,10,1,59,5
31/07/2020,Hardap,8,5,0,0,0,0
31/07/2020,Kharas,33,5,0,0,0,0
31/07/2020,Kavango East,2,0,0,0,0,0
31/07/2020,Kavango West,0,0,0,0,0,0
31/07/2020,Khomas,136,20,1,0,29,0
31/07/2020,Kunene,1,0,0,0,0,0
31/07/2020,Ohangwena,9,1,0,0,0,0
31/07/2020,Omaheke,0,0,0,0,0,0
31/07/2020,Omusati,2,0,0,0,0,0
31/07/2020,Oshana,10,2,0,0,1,0
31/07/2020,Oshikoto,2,0,0,0,0,0
31/07/2020,Otjozondupa,16,0,0,0,6,0
31/07/2020,Zambezi,6,2,0,0,0,0
01/08/2020,Erongo,1999,139,10,0,0,0
01/08/2020,Hardap,8,5,0,0,0,0
01/08/2020,Kharas,33,5,0,0,0,0
01/08/2020,Kavango East,2,0,0,0,0,0
01/08/2020,Khomas,136,20,1,0,0,0
01/08/2020,Kunene,1,0,0,0,0,0
01/08/2020,Ohangwena,9,1,0,0,0,0
01/08/2020,Omusati,2,0,0,0,0,0
01/08/2020,Oshana,10,2,0,0,0,0
01/08/2020,Oshikoto,2,0,0,0,0,0
01/08/2020,Otjozondjupa,16,0,0,0,0,0
01/08/2020,Zambezi,6,2,0,0,0,0
02/08/2020,Erongo,2148,145,12,1,149,9
02/08/2020,Hardap,9,5,0,0,1,0
02/08/2020,Kharas,35,5,0,0,2,0
02/08/2020,Kavango East,2,0,0,0,0,0
02/08/2020,Khomas,163,27,0,0,27,7
02/08/2020,Kunene,1,0,0,0,0,0
02/08/2020,Ohangwena,10,1,0,0,0,1
02/08/2020,Omusati,2,0,0,0,0,0
02/08/2020,Oshana,10,2,0,0,0,0
02/08/2020,Oshikoto,2,0,0,0,0,0
02/08/2020,Otjozondjupa,18,0,0,0,2,0
02/08/2020,Zambezi,6,2,0,0,0,0
03/08/2020,Erongo,2197,152,0,0,49,7
03/08/2020,Hardap,9,5,0,0,0,0
03/08/2020,Kharas,35,5,0,0,0,0
03/08/2020,Kavango East,2,0,0,0,0,0
03/08/2020,Khomas,178,38,0,0,15,11
03/08/2020,Kunene,1,0,0,0,0,0
03/08/2020,Ohangwena,10,5,0,0,0,4
03/08/2020,Omusati,2,0,0,0,0,0
03/08/2020,Oshana,10,2,0,0,0,0
03/08/2020,Oshikoto,2,0,0,0,0,0
03/08/2020,Otjozondjupa,18,2,0,0,0,2
03/08/2020,Zambezi,6,2,0,0,0,0
04/08/2020,Erongo,2237,152,0,0,0,0
04/08/2020,Hardap,9,5,0,0,0,0
04/08/2020,Kharas,36,5,0,0,1,0
04/08/2020,Kavango East,2,0,0,0,0,0
04/08/2020,Khomas,204,38,1,1,26,0
04/08/2020,Kunene,1,0,0,0,0,0
04/08/2020,Ohangwena,10,5,0,0,0,0
04/08/2020,Omusati,2,0,0,0,0,0
04/08/2020,Oshana,11,2,0,0,1,0
04/08/2020,Oshikoto,2,0,0,0,0,0
04/08/2020,Otjozondjupa,20,2,0,0,2,0
04/08/2020,Zambezi,6,2,0,0,0,0
05/08/2020,Erongo,2315,477,13,1,78,325
05/08/2020,Hardap,9,7,0,0,0,2
05/08/2020,Kharas,36,6,0,0,0,1
05/08/2020,Kavango East,3,0,0,0,0,0
05/08/2020,Kavango West,1,42,0,0,1,4
05/08/2020,Khomas,223,0,2,1,19,0
05/08/2020,Kunene,1,0,0,0,1,0
05/08/2020,Ohangwena,12,5,0,0,2,0
05/08/2020,Omusati,3,2,0,0,1,0
05/08/2020,Oshana,20,8,0,0,9,6
05/08/2020,Oshikoto,3,0,0,0,1,0
05/08/2020,Otjozondjupa,20,4,0,0,1,2
05/08/2020,Zambezi,6,2,0,0,0,2
06/08/2020,Erongo,2417,477,13,0,102,0
06/08/2020,Hardap,10,7,0,0,1,0
06/08/2020,Kharas,36,6,0,0,0,0
06/08/2020,Kavango West,1,0,0,0,1,0
06/08/2020,Kavango East,3,0,0,0,0,0
06/08/2020,Khomas,265,48,3,1,42,0
06/08/2020,Kunene,1,0,0,0,0,0
06/08/2020,Ohangwena,13,6,0,0,1,0
06/08/2020,Omaheke,2,0,0,0,2,0
06/08/2020,Omusati,3,2,0,0,0,0
06/08/2020,Oshana,21,8,0,0,1,0
06/08/2020,Oshikoto,3,0,0,0,0,0
06/08/2020,Otjozondjupa,21,4,0,0,1,0
06/08/2020,Zambezi,6,2,0,0,0,0
07/08/2020,Erongo,2433,484,13,0,0,7
07/08/2020,Hardap,10,7,0,0,0,0
07/08/2020,Kharas,36,6,0,0,0,0
07/08/2020,Kavango West,1,0,0,0,0,0
07/08/2020,Kavango East,3,0,0,0,0,0
07/08/2020,Khomas,297,53,0,0,32,5
07/08/2020,Kunene,1,0,3,0,0,0
07/08/2020,Omaheke,2,0,0,0,2,0
07/08/2020,Ohangwena,13,6,0,0,0,0
07/08/2020,Omusati,3,2,0,0,0,0
07/08/2020,Oshana,21,8,0,0,0,0
07/08/2020,Oshikoto,3,0,0,0,0,0
07/08/2020,Otjozondjupa,21,4,0,0,2,0
07/08/2020,Zambezi,6,2,0,0,0,0
08/08/2020,Erongo,2477,536,14,1,44,52
08/08/2020,Hardap,10,7,0,0,0,0
08/08/2020,Kharas,39,6,0,0,3,0
08/08/2020,Kavango West,1,0,0,0,0,0
08/08/2020,Kavango East,3,0,0,0,0,0
08/08/2020,Khomas,332,66,5,2,35,15
08/08/2020,Kunene,1,0,0,0,0,0
08/08/2020,Omaheke,3,0,0,0,1,0
08/08/2020,Ohangwena,13,6,0,0,0,0
08/08/2020,Omusati,3,2,0,0,0,0
08/08/2020,Oshana,31,8,0,0,10,0
08/08/2020,Oshikoto,6,0,0,0,3,0
08/08/2020,Otjozondjupa,24,4,0,0,3,0
08/08/2020,Zambezi,7,2,0,0,1,0
09/08/2020,Erongo,2550,577,14,0,43,41
09/08/2020,Hardap,11,7,0,0,1,0
09/08/2020,Kharas,39,6,0,0,0,0
09/08/2020,Kavango East,3,0,0,0,0,0
09/08/2020,Kavango West,1,0,0,0,0,0
09/08/2020,Khomas,405,87,5,0,73,21
09/08/2020,Kunene,1,0,0,0,0,0
09/08/2020,Ohangwena,13,8,0,0,0,0
09/08/2020,Omaheke,3,0,0,0,0,0
09/08/2020,Omusati,4,2,0,0,1,0
09/08/2020,Oshana,31,8,0,0,1,0
09/08/2020,Oshikoto,6,0,0,0,0,0
09/08/2020,Otjozondjupa,27,4,0,0,3,0
09/08/2020,Zambezi,7,2,0,0,0,0
10/08/2020,Erongo,2595,577,14,0,45,0
10/08/2020,Hardap,11,7,0,0,0,0
10/08/2020,Kharas,40,6,0,0,1,0
10/08/2020,Kavango East,3,0,0,0,0,0
10/08/2020,Kavango West,2,0,0,0,1,0
10/08/2020,Khomas,484,98,5,0,79,11
10/08/2020,Kunene,1,0,0,0,1,0
10/08/2020,Ohangwena,13,8,0,0,0,0
10/08/2020,Omaheke,3,0,0,0,0,0
10/08/2020,Omusati,5,2,0,0,1,0
