Date,Region,Cases,Recoveries,Deaths,Deaths per day,Cases per day ,Recoveries per day
09/10/2020,Erongo,3881,3803,38,0,0,0
09/10/2020,Hardap,502,403,4,0,3,2
09/10/2020,Kharas,361,325,4,0,1,3
09/10/2020,Kavango West,8,4,1,0,0,0
09/10/2020,Kavango East,174,70,3,0,0,0
09/10/2020,Khomas,5527,4125,64,1,33,24
09/10/2020,Kunene,19,14,1,0,5,0
09/10/2020,Ohangwena,189,182,2,0,0,0
09/10/2020,Omaheke,80,71,2,0,0,0
09/10/2020,Omusati,50,49,1,0,0,0
09/10/2020,Oshana,339,258,4,0,0,0
09/10/2020,Oshikoto,345,154,0,0,14,2
09/10/2020,Otjozondjupa,337,274,5,0,5,0
09/10/2020,Zambezi,79,76,0,0,1,1
10/10/2020,Erongo,3885,3803,38,0,4,0
10/10/2020,Hardap,503,403,4,0,1,0
10/10/2020,Kharas,361,329,4,0,14,4
10/10/2020,Kavango West,8,4,1,0,0,0
10/10/2020,Kavango East,175,70,3,0,1,0
10/10/2020,Khomas,5527,4125,64,0,25,0
10/10/2020,Kunene,19,14,1,0,0,0
10/10/2020,Ohangwena,191,183,2,0,2,1
10/10/2020,Omaheke,80,76,2,0,0,5
10/10/2020,Omusati,52,49,1,0,2,0
10/10/2020,Oshana,341,258,4,0,2,0
10/10/2020,Oshikoto,346,154,0,0,1,2
10/10/2020,Otjozondjupa,344,274,5,0,13,0
10/10/2020,Zambezi,79,76,0,0,0,0
11/10/2020,Erongo,3887,3803,38,0,2,0
11/10/2020,Hardap,508,403,4,0,5,0
11/10/2020,Kharas,361,331,4,0,0,2
11/10/2020,Kavango West,8,7,1,0,0,3
11/10/2020,Kavango East,176,158,3,0,1,88
11/10/2020,Khomas,5592,4125,65,1,65,0
11/10/2020,Kunene,19,14,1,0,0,0
11/10/2020,Ohangwena,191,185,2,0,0,2
11/10/2020,Omaheke,80,76,2,0,0,0
11/10/2020,Omusati,52,49,1,0,0,0
11/10/2020,Oshana,341,258,4,0,0,0
11/10/2020,Oshikoto,346,154,0,0,0,0
11/10/2020,Otjozondjupa,348,274,5,0,4,0
11/10/2020,Zambezi,80,76,0,0,1,0
12/10/2020,Erongo,3888,3810,38,0,1,7
12/10/2020,Hardap,509,487,4,0,1,84
12/10/2020,Kharas,363,331,4,0,2,0
12/10/2020,Kavango West,8,7,1,0,0,0
12/10/2020,Kavango East,176,158,3,0,1,0
12/10/2020,Khomas,5599,4201,65,0,7,76
12/10/2020,Kunene,19,14,1,0,0,0
12/10/2020,Ohangwena,191,185,2,0,0,0
12/10/2020,Omaheke,80,77,2,0,0,1
12/10/2020,Omusati,52,49,1,0,0,0
12/10/2020,Oshana,341,259,4,0,0,1
12/10/2020,Oshikoto,346,154,0,0,0,0
12/10/2020,Otjozondjupa,348,312,5,0,0,38
12/10/2020,Zambezi,80,76,0,0,0,0
13/10/2020,Erongo,3889,3810,38,0,1,0
13/10/2020,Hardap,512,487,4,0,3,0
13/10/2020,Kharas,365,331,4,0,2,0
13/10/2020,Kavango West,8,7,1,0,0,0
13/10/2020,Kavango East,176,158,3,0,0,0
13/10/2020,Khomas,5629,4225,66,1,30,24
13/10/2020,Kunene,19,14,1,0,0,0
13/10/2020,Ohangwena,191,185,2,0,0,0
13/10/2020,Omaheke,82,77,2,0,2,1
13/10/2020,Omusati,52,49,1,0,0,0
13/10/2020,Oshana,369,259,4,0,28,1
13/10/2020,Oshikoto,346,154,0,0,0,0
13/10/2020,Otjozondjupa,351,312,5,0,3,38
13/10/2020,Zambezi,80,76,0,0,0,0
14/10/2020,Erongo,3892,3812,38,0,3,2
14/10/2020,Hardap,518,487,4,0,2,0
14/10/2020,Kharas,365,332,4,0,0,1
14/10/2020,Kavango West,8,7,1,0,0,0
14/10/2020,Kavango East,177,158,3,0,1,0
14/10/2020,Khomas,5647,4234,66,0,18,9
14/10/2020,Kunene,19,14,1,0,0,0
14/10/2020,Ohangwena,191,186,2,0,0,1
14/10/2020,Omaheke,84,77,2,0,2,0
14/10/2020,Omusati,52,49,1,0,0,0
14/10/2020,Oshana,369,259,4,0,0,0
14/10/2020,Oshikoto,346,322,0,0,0,176
14/10/2020,Otjozondjupa,355,312,5,0,4,38
14/10/2020,Zambezi,80,76,0,0,0,0
15/10/2020,Erongo,3897,3817,38,0,5,5
15/10/2020,Hardap,520,487,4,0,2,0
15/10/2020,Kharas,367,334,4,0,2,2
15/10/2020,Kavango West,8,7,1,0,0,0
15/10/2020,Kavango East,179,158,3,0,2,0
15/10/2020,Khomas,5655,4248,66,0,8,12
15/10/2020,Kunene,32,14,1,0,13,0
15/10/2020,Ohangwena,193,186,2,0,2,0
15/10/2020,Omaheke,84,77,3,1,2,0
15/10/2020,Omusati,52,49,1,0,0,0
15/10/2020,Oshana,438,259,4,0,69,0
15/10/2020,Oshikoto,353,322,0,0,7,0
15/10/2020,Otjozondjupa,357,326,5,0,2,14
15/10/2020,Zambezi,80,76,0,0,0,0
16/10/2020,Erongo,3899,3819,38,0,2,2
16/10/2020,Hardap,520,487,4,0,1,0
16/10/2020,Kharas,367,336,4,0,0,2
16/10/2020,Kavango West,8,7,1,0,0,0
16/10/2020,Kavango East,180,158,3,0,1,0
16/10/2020,Khomas,5673,4301,66,0,18,53
16/10/2020,Kunene,32,18,1,0,0,8
16/10/2020,Ohangwena,197,186,2,0,4,0
16/10/2020,Omaheke,85,77,3,0,1,0
16/10/2020,Omusati,52,49,1,0,0,0
16/10/2020,Oshana,455,259,4,0,17,0
16/10/2020,Oshikoto,356,322,0,0,3,0
16/10/2020,Otjozondjupa,358,326,5,0,1,0
16/10/2020,Zambezi,80,78,0,0,0,2
17/10/2020,Erongo,3905,3820,38,0,6,1
17/10/2020,Hardap,522,487,4,0,2,0
17/10/2020,Kharas,368,336,4,0,1,0
17/10/2020,Kavango West,8,7,1,0,0,0
17/10/2020,Kavango East,181,158,3,0,1,0
17/10/2020,Khomas,5685,4301,66,0,13,0
17/10/2020,Kunene,33,14,1,0,1,0
17/10/2020,Ohangwena,199,186,2,0,2,0
17/10/2020,Omaheke,85,77,3,0,0,0
17/10/2020,Omusati,53,51,1,0,1,2
17/10/2020,Oshana,460,259,4,0,5,0
17/10/2020,Oshikoto,356,322,0,0,0,0
17/10/2020,Otjozondjupa,358,326,5,0,0,0
17/10/2020,Zambezi,80,78,0,0,0,0
18/10/2020,Erongo,3907,3820,38,0,2,0
18/10/2020,Hardap,523,487,4,0,1,0
18/10/2020,Kharas,368,336,4,0,0,0
18/10/2020,Kavango West,8,7,1,0,0,0
18/10/2020,Kavango East,187,158,3,0,6,0
18/10/2020,Khomas,5689,4301,66,0,4,0
18/10/2020,Kunene,33,14,1,0,0,0
18/10/2020,Ohangwena,200,190,2,0,1,4
18/10/2020,Omaheke,85,77,3,0,0,0
18/10/2020,Omusati,55,51,1,0,2,2
18/10/2020,Oshana,469,259,4,0,9,0
18/10/2020,Oshikoto,357,322,0,0,1,0
18/10/2020,Otjozondjupa,364,326,5,0,6,0
18/10/2020,Zambezi,81,78,0,0,1,0
19/10/2020,Erongo,3907,3829,38,0,0,9
19/10/2020,Hardap,523,487,4,0,0,0
19/10/2020,Kharas,369,336,4,0,1,0
19/10/2020,Kavango West,8,7,1,0,0,0
19/10/2020,Kavango East,187,158,3,0,0,0
19/10/2020,Khomas,5702,4334,67,1,13,33
19/10/2020,Kunene,33,14,1,0,0,0
19/10/2020,Ohangwena,200,193,2,0,0,3
19/10/2020,Omaheke,85,78,3,0,0,1
19/10/2020,Omusati,55,51,1,0,0,2
19/10/2020,Oshana,496,315,4,0,27,54
19/10/2020,Oshikoto,357,322,0,0,0,0
19/10/2020,Otjozondjupa,364,326,5,0,0,0
19/10/2020,Zambezi,81,78,0,0,0,0
20/10/2020,Erongo,3912,3829,39,1,5,9
20/10/2020,Hardap,523,487,4,0,0,0
20/10/2020,Kharas,371,357,4,0,2,21
20/10/2020,Kavango West,8,7,1,0,0,0
20/10/2020,Kavango East,187,158,3,0,0,0
20/10/2020,Khomas,5716,4351,67,1,14,17
20/10/2020,Kunene,33,19,1,0,0,5
20/10/2020,Ohangwena,200,193,2,0,0,3
20/10/2020,Omaheke,90,78,3,0,5,0
20/10/2020,Omusati,55,51,1,0,0,0
20/10/2020,Oshana,506,315,4,0,10,0
20/10/2020,Oshikoto,358,322,0,0,1,0
20/10/2020,Otjozondjupa,366,341,5,0,2,15
20/10/2020,Zambezi,81,79,0,0,0,1
21/10/2020,Erongo,3917,3829,39,0,5,0
21/10/2020,Hardap,529,487,4,0,6,0
21/10/2020,Kharas,371,357,4,0,0,0
21/10/2020,Kavango West,8,7,1,0,0,0
21/10/2020,Kavango East,187,158,3,0,0,0
21/10/2020,Khomas,5732,4373,67,0,16,22
21/10/2020,Kunene,33,19,1,0,0,0
21/10/2020,Ohangwena,200,193,2,0,0,0
21/10/2020,Omaheke,92,78,3,0,2,0
21/10/2020,Omusati,57,51,1,0,2,0
21/10/2020,Oshana,524,315,4,0,18,0
21/10/2020,Oshikoto,359,322,0,0,1,0
21/10/2020,Otjozondjupa,370,341,5,0,4,0
21/10/2020,Zambezi,81,79,0,0,0,0
22/10/2020,Erongo,3918,3829,39,0,1,0
22/10/2020,Hardap,534,525,4,0,5,38
22/10/2020,Kharas,374,358,4,0,3,1
22/10/2020,Kavango West,8,7,1,0,0,0
22/10/2020,Kavango East,188,158,3,0,1,0
22/10/2020,Khomas,5744,4391,67,0,12,18
22/10/2020,Kunene,34,30,1,0,1,11
22/10/2020,Ohangwena,200,194,2,0,0,1
22/10/2020,Omaheke,93,81,3,0,1,3
22/10/2020,Omusati,57,51,1,0,0,0
22/10/2020,Oshana,525,359,4,0,1,44
22/10/2020,Oshikoto,374,344,0,0,15,22
22/10/2020,Otjozondjupa,371,341,5,0,1,0
22/10/2020,Zambezi,81,79,0,0,0,0
23/10/2020,Erongo,3922,3829,39,0,4,0
23/10/2020,Hardap,560,525,4,0,26,0
23/10/2020,Kharas,374,359,4,0,0,1
23/10/2020,Kavango West,8,7,1,0,0,0
23/10/2020,Kavango East,188,158,3,0,0,0
23/10/2020,Khomas,5761,4414,67,0,15,23
23/10/2020,Kunene,34,30,1,0,0,11
23/10/2020,Ohangwena,203,198,2,0,3,4
23/10/2020,Omaheke,93,81,3,0,0,0
23/10/2020,Omusati,57,51,1,0,0,0
23/10/2020,Oshana,540,359,4,0,15,44
23/10/2020,Oshikoto,379,344,0,0,5,0
23/10/2020,Otjozondjupa,379,341,5,0,8,0
23/10/2020,Zambezi,81,79,0,0,0,0
24/10/2020,Erongo,3922,3829,39,0,0,0
24/10/2020,Hardap,567,525,4,0,7,0
24/10/2020,Kharas,376,361,4,0,2,2
24/10/2020,Kavango West,8,7,1,0,0,0
24/10/2020,Kavango East,188,158,3,0,0,0
24/10/2020,Khomas,5769,4414,67,0,8,0
24/10/2020,Kunene,34,30,1,0,0,0
24/10/2020,Ohangwena,204,198,2,0,1,0
24/10/2020,Omaheke,95,82,3,0,2,1
24/10/2020,Omusati,59,52,1,0,2,1
24/10/2020,Oshana,598,359,4,0,58,0
24/10/2020,Oshikoto,379,344,0,0,0,0
24/10/2020,Otjozondjupa,380,341,5,0,1,0
24/10/2020,Zambezi,81,79,0,0,0,0
25/10/2020,Erongo,3926,3829,39,0,4,0
25/10/2020,Hardap,569,532,4,0,2,7
25/10/2020,Kharas,376,361,4,0,0,0
25/10/2020,Kavango West,8,7,1,0,0,0
25/10/2020,Kavango East,188,158,3,0,0,0
25/10/2020,Khomas,5776,4438,67,0,7,24
25/10/2020,Kunene,34,30,1,0,0,0
25/10/2020,Ohangwena,204,200,2,0,0,2
25/10/2020,Omaheke,96,82,3,0,1,0
25/10/2020,Omusati,59,53,1,0,0,1
25/10/2020,Oshana,598,359,4,0,1,0
25/10/2020,Oshikoto,379,344,0,0,0,0
25/10/2020,Otjozondjupa,381,341,5,0,1,0
25/10/2020,Zambezi,81,79,0,0,0,0
26/10/2020,Erongo,3932,3838,39,0,6,9
26/10/2020,Hardap,569,532,4,0,9,0
26/10/2020,Kharas,376,361,4,0,0,0
26/10/2020,Kavango West,8,7,1,0,0,0
26/10/2020,Kavango East,188,158,3,0,0,0
26/10/2020,Khomas,5783,4438,67,0,7,29
26/10/2020,Kunene,34,31,1,0,0,1
26/10/2020,Ohangwena,205,201,2,0,1,1
26/10/2020,Omaheke,96,82,3,0,0,0
26/10/2020,Omusati,59,53,1,0,0,1
26/10/2020,Oshana,600,370,4,0,2,11
26/10/2020,Oshikoto,413,344,0,0,34,0
26/10/2020,Otjozondjupa,385,354,5,0,4,13
26/10/2020,Zambezi,81,80,0,0,0,1
27/10/2020,Erongo,3935,3843,39,0,3,5
27/10/2020,Hardap,569,537,4,0,0,5
27/10/2020,Kharas,381,361,4,0,5,0
27/10/2020,Kavango West,8,7,1,0,0,0
27/10/2020,Kavango East,188,158,3,0,0,0
27/10/2020,Khomas,5798,4501,67,0,15,63
27/10/2020,Kunene,34,31,1,0,0,0
27/10/2020,Ohangwena,205,201,2,0,0,0
27/10/2020,Omaheke,110,82,3,0,14,0
27/10/2020,Omusati,59,53,1,0,0,0
27/10/2020,Oshana,621,370,4,0,21,0
27/10/2020,Oshikoto,413,344,0,0,18,0
27/10/2020,Otjozondjupa,386,354,5,0,1,0
27/10/2020,Zambezi,81,81,0,0,0,1
28/10/2020,Erongo,3943,3843,39,0,8,0
28/10/2020,Hardap,576,537,4,0,7,0
28/10/2020,Kharas,385,365,4,0,4,4
28/10/2020,Kavango West,8,7,1,0,0,0
28/10/2020,Kavango East,188,184,3,0,0,26
28/10/2020,Khomas,5813,4511,67,0,15,10
28/10/2020,Kunene,34,32,1,0,0,1
28/10/2020,Ohangwena,205,201,2,0,0,0
28/10/2020,Omaheke,114,88,3,0,4,6
28/10/2020,Omusati,64,53,1,0,5,0
28/10/2020,Oshana,628,370,4,0,7,0
28/10/2020,Oshikoto,423,344,0,0,20,0
28/10/2020,Otjozondjupa,386,356,5,0,0,2
28/10/2020,Zambezi,81,81,0,0,0,0
29/10/2020,Erongo,3943,3843,39,0,0,0
29/10/2020,Hardap,578,537,4,0,2,0
29/10/2020,Kharas,386,365,4,0,1,0
29/10/2020,Kavango West,8,7,1,0,0,0
29/10/2020,Kavango East,189,184,3,0,1,0
29/10/2020,Khomas,5829,4526,67,0,16,15
29/10/2020,Kunene,34,32,1,0,0,0
29/10/2020,Ohangwena,206,201,2,0,1,0
29/10/2020,Omaheke,114,90,3,0,0,2
29/10/2020,Omusati,65,55,1,0,1,2
29/10/2020,Oshana,654,379,4,0,26,9
29/10/2020,Oshikoto,434,344,0,0,11,0
29/10/2020,Otjozondjupa,386,356,5,0,0,0
29/10/2020,Zambezi,81,81,0,0,0,0
30/10/2020,Erongo,3948,3846,39,0,5,3
30/10/2020,Hardap,586,537,4,0,8,0
30/10/2020,Kharas,386,369,4,0,0,4
30/10/2020,Kavango West,8,7,1,0,0,0
30/10/2020,Kavango East,189,184,3,0,0,0
30/10/2020,Khomas,5843,4552,67,0,14,26
30/10/2020,Kunene,34,33,1,0,0,1
30/10/2020,Ohangwena,206,201,2,0,0,0
30/10/2020,Omaheke,114,92,3,0,0,2
30/10/2020,Omusati,65,55,1,0,0,2
30/10/2020,Oshana,654,379,4,0,0,0
30/10/2020,Oshikoto,434,344,0,0,0,0
30/10/2020,Otjozondjupa,387,356,5,0,1,0
30/10/2020,Zambezi,81,81,0,0,0,0
31/10/2020,Erongo,3952,3846,39,0,4,0
31/10/2020,Hardap,592,537,4,0,8,0
31/10/2020,Kharas,386,370,4,0,0,1
31/10/2020,Kavango West,8,7,1,0,0,0
31/10/2020,Kavango East,189,184,3,0,0,0
31/10/2020,Khomas,5854,4552,67,0,7,0
31/10/2020,Kunene,34,33,1,0,0,0
31/10/2020,Ohangwena,206,201,2,0,0,0
31/10/2020,Omaheke,114,92,3,0,0,0
31/10/2020,Omusati,65,55,1,0,0,0
31/10/2020,Oshana,654,380,4,0,32,1
31/10/2020,Oshikoto,434,344,0,0,0,0
31/10/2020,Otjozondjupa,387,356,5,0,0,0
31/10/2020,Zambezi,81,81,0,0,0,0
01/11/2020,Erongo,3953,3846,39,0,1,0
01/11/2020,Hardap,594,537,4,0,2,0
01/11/2020,Kharas,387,371,4,0,1,1
01/11/2020,Kavango West,8,7,1,0,0,0
01/11/2020,Kavango East,190,184,3,0,1,0
01/11/2020,Khomas,5854,4564,67,0,4,12
01/11/2020,Kunene,34,33,1,0,0,0
01/11/2020,Ohangwena,207,201,2,0,1,0
01/11/2020,Omaheke,114,93,3,0,0,1
01/11/2020,Omusati,65,55,1,0,0,0
01/11/2020,Oshana,700,380,4,0,46,1
01/11/2020,Oshikoto,434,344,0,0,0,0
01/11/2020,Otjozondjupa,387,356,5,0,0,0
01/11/2020,Zambezi,81,81,0,0,0,0
02/11/2020,Erongo,3953,3846,39,0,0,0
02/11/2020,Hardap,594,537,4,0,0,0
02/11/2020,Kharas,389,374,4,0,2,3
02/11/2020,Kavango West,8,7,1,0,0,0
02/11/2020,Kavango East,190,184,3,0,0,0
02/11/2020,Khomas,5862,4564,67,0,8,20
02/11/2020,Kunene,35,34,1,0,1,1
02/11/2020,Ohangwena,209,201,2,0,2,0
02/11/2020,Omaheke,114,94,3,0,0,1
02/11/2020,Omusati,67,59,1,0,2,4
02/11/2020,Oshana,707,603,4,0,7,223
02/11/2020,Oshikoto,434,344,0,0,0,0
02/11/2020,Otjozondjupa,387,356,5,0,0,0
02/11/2020,Zambezi,81,81,0,0,0,0
03/11/2020,Erongo,3953,3846,39,0,0,3850
03/11/2020,Hardap,594,552,4,0,0,15
03/11/2020,Kharas,394,374,4,0,4,0
03/11/2020,Kavango West,8,7,1,0,0,0
03/11/2020,Kavango East,190,184,3,0,0,0
03/11/2020,Khomas,5874,4564,67,0,12,27
03/11/2020,Kunene,35,34,1,0,0,0
03/11/2020,Ohangwena,209,201,2,0,0,0
03/11/2020,Omaheke,114,94,3,0,0,0
03/11/2020,Omusati,67,59,1,0,2,0
03/11/2020,Oshana,707,603,4,0,0,0
03/11/2020,Oshikoto,434,344,0,0,0,0
03/11/2020,Otjozondjupa,387,370,5,0,0,14
03/11/2020,Zambezi,81,81,0,0,0,0
04/11/2020,Erongo,3955,3850,39,0,2,4
04/11/2020,Hardap,600,552,4,0,4,15
04/11/2020,Kharas,395,374,4,0,1,0
04/11/2020,Kavango West,8,7,1,0,0,0
04/11/2020,Kavango East,190,184,3,0,0,0
04/11/2020,Khomas,5891,4602,67,0,17,27
04/11/2020,Kunene,35,34,1,0,0,0
04/11/2020,Ohangwena,211,206,2,0,2,5
04/11/2020,Omaheke,114,94,3,0,0,0
04/11/2020,Omusati,67,60,1,0,0,1
04/11/2020,Oshana,720,603,4,0,14,0
04/11/2020,Oshikoto,436,421,0,0,2,77
04/11/2020,Otjozondjupa,387,370,5,0,0,0
04/11/2020,Zambezi,81,81,0,0,0,0
05/11/2020,Erongo,3955,0,39,0,2,0
05/11/2020,Hardap,600,0,4,0,4,0
05/11/2020,Kharas,395,0,4,0,1,0
05/11/2020,Kavango West,8,0,1,0,0,0
05/11/2020,Kavango East,190,0,3,0,0,0
05/11/2020,Khomas,5891,0,67,0,17,0
05/11/2020,Kunene,35,0,1,0,0,0
05/11/2020,Ohangwena,211,0,2,0,2,0
05/11/2020,Omaheke,114,0,3,0,0,0
05/11/2020,Omusati,67,0,1,0,0,0
05/11/2020,Oshana,720,0,4,0,14,0
05/11/2020,Oshikoto,436,0,0,0,2,0
05/11/2020,Otjozondjupa,387,0,5,0,0,0
05/11/2020,Zambezi,81,0,0,0,0,0
06/11/2020,Erongo,3955,3864,39,0,2,14
06/11/2020,Hardap,600,552,4,0,4,15
06/11/2020,Kharas,395,378,4,0,1,0
06/11/2020,Kavango West,8,7,1,0,0,0
06/11/2020,Kavango East,190,184,3,0,0,0
06/11/2020,Khomas,5891,4638,67,0,17,36
06/11/2020,Kunene,35,34,1,0,0,0
06/11/2020,Ohangwena,211,207,2,0,2,1
06/11/2020,Omaheke,114,111,3,0,0,17
06/11/2020,Omusati,67,62,1,0,0,2
06/11/2020,Oshana,720,693,4,0,14,90
06/11/2020,Oshikoto,436,421,0,0,2,77
06/11/2020,Otjozondjupa,387,370,5,0,0,0
06/11/2020,Zambezi,81,81,0,0,0,0
07/11/2020,Erongo,3967,3867,39,0,12,3
07/11/2020,Hardap,620,552,4,0,20,0
07/11/2020,Kharas,399,378,4,0,4,0
07/11/2020,Kavango West,8,7,1,0,0,0
07/11/2020,Kavango East,190,184,3,0,0,0
07/11/2020,Khomas,5940,4638,67,0,49,0
07/11/2020,Kunene,35,34,1,0,0,0
07/11/2020,Ohangwena,216,207,2,0,5,0
07/11/2020,Omaheke,117,111,3,0,3,0
07/11/2020,Omusati,67,62,1,0,0,0
07/11/2020,Oshana,720,693,4,0,14,0
07/11/2020,Oshikoto,436,421,0,0,0,0
07/11/2020,Otjozondjupa,388,370,5,0,1,0
07/11/2020,Zambezi,81,81,0,0,0,0
08/11/2020,Erongo,3967,3867,39,0,0,0
08/11/2020,Hardap,625,552,4,0,5,0
08/11/2020,Kharas,399,378,4,0,0,0
08/11/2020,Kavango West,8,7,1,0,0,0
08/11/2020,Kavango East,190,184,3,0,0,0
08/11/2020,Khomas,5945,4638,67,0,5,0
08/11/2020,Kunene,35,34,1,0,0,0
08/11/2020,Ohangwena,216,207,2,0,0,0
08/11/2020,Omaheke,117,111,3,0,3,0
08/11/2020,Omusati,67,62,1,0,0,0
08/11/2020,Oshana,763,693,4,0,43,0
08/11/2020,Oshikoto,439,421,0,0,3,0
08/11/2020,Otjozondjupa,388,370,5,0,0,0
08/11/2020,Zambezi,81,81,0,0,0,0
09/11/2020,Erongo,3968,3867,39,0,1,0
09/11/2020,Hardap,626,603,4,0,1,51
09/11/2020,Kharas,407,380,4,0,8,2
09/11/2020,Kavango West,8,7,1,0,0,0
09/11/2020,Kavango East,190,184,3,0,0,0
09/11/2020,Khomas,5948,4660,67,0,3,22
09/11/2020,Kunene,35,34,1,0,0,0
09/11/2020,Ohangwena,216,207,2,0,0,0
09/11/2020,Omaheke,117,111,3,0,3,0
09/11/2020,Omusati,67,64,1,0,0,2
09/11/2020,Oshana,763,712,4,0,43,15
09/11/2020,Oshikoto,439,421,0,0,3,0
09/11/2020,Otjozondjupa,388,370,5,0,0,0
09/11/2020,Zambezi,81,81,0,0,0,0
10/11/2020,Erongo,3970,3870,39,0,2,3
10/11/2020,Hardap,637,608,4,0,11,5
10/11/2020,Kharas,413,383,4,0,6,2
10/11/2020,Kavango West,8,7,1,0,0,0
10/11/2020,Kavango East,190,184,3,0,0,0
10/11/2020,Khomas,5962,4670,67,0,14,12
10/11/2020,Kunene,35,34,1,0,0,0
10/11/2020,Ohangwena,216,212,2,0,0,5
10/11/2020,Omaheke,118,111,3,0,1,0
10/11/2020,Omusati,68,64,1,0,1,0
10/11/2020,Oshana,766,712,4,0,3,0
10/11/2020,Oshikoto,439,421,0,0,0,0
10/11/2020,Otjozondjupa,389,380,5,0,1,10
10/11/2020,Zambezi,81,81,0,0,0,0
11/11/2020,Erongo,3972,3870,39,0,2,0
11/11/2020,Hardap,652,608,5,1,15,0
11/11/2020,Kharas,424,383,4,0,12,0
11/11/2020,Kavango West,8,7,1,0,0,0
11/11/2020,Kavango East,190,184,3,0,0,0
11/11/2020,Khomas,5977,5113,67,0,15,43
11/11/2020,Kunene,35,35,1,0,0,1
11/11/2020,Ohangwena,216,212,2,0,0,0
11/11/2020,Omaheke,118,111,3,0,1,0
11/11/2020,Omusati,69,64,1,0,1,0
11/11/2020,Oshana,773,712,4,0,7,0
11/11/2020,Oshikoto,439,421,0,0,0,0
11/11/2020,Otjozondjupa,391,380,5,0,2,0
11/11/2020,Zambezi,81,81,0,0,0,0
12/11/2020,Erongo,3977,3879,40,1,5,9
12/11/2020,Hardap,653,608,5,1,1,0
12/11/2020,Kharas,429,409,4,0,5,22
12/11/2020,Kavango West,8,7,1,0,0,0
12/11/2020,Kavango East,191,184,3,0,1,0
12/11/2020,Khomas,5984,5126,68,1,7,13
12/11/2020,Kunene,35,36,1,0,0,1
12/11/2020,Ohangwena,218,212,2,0,2,0
12/11/2020,Omaheke,119,111,3,0,1,0
12/11/2020,Omusati,73,64,1,0,4,0
12/11/2020,Oshana,774,712,5,1,1,0
12/11/2020,Oshikoto,439,350,0,0,0,14
12/11/2020,Otjozondjupa,391,380,5,0,0,0
12/11/2020,Zambezi,81,81,0,0,0,0
13/11/2020,Erongo,3984,3879,40,0,7,0
13/11/2020,Hardap,666,608,5,0,13,0
13/11/2020,Kharas,435,410,4,0,6,1
13/11/2020,Kavango West,8,7,1,0,0,0
13/11/2020,Kavango East,201,184,3,0,10,0
13/11/2020,Khomas,6008,5345,68,0,24,219
13/11/2020,Kunene,35,36,1,0,0,0
13/11/2020,Ohangwena,218,213,2,0,0,1
13/11/2020,Omaheke,120,114,3,0,1,3
13/11/2020,Omusati,73,64,1,0,0,0
13/11/2020,Oshana,790,712,5,0,16,0
13/11/2020,Oshikoto,439,435,0,0,0,0
13/11/2020,Otjozondjupa,391,380,5,0,0,0
13/11/2020,Zambezi,81,81,0,0,0,0
14/11/2020,Erongo,3985,3880,40,0,1,1
14/11/2020,Hardap,681,619,5,0,15,11
14/11/2020,Kharas,435,411,4,0,0,1
14/11/2020,Kavango West,8,7,1,0,0,0
14/11/2020,Kavango East,205,184,3,0,4,0
14/11/2020,Khomas,6033,5345,68,0,25,0
14/11/2020,Kunene,36,36,1,0,1,0
14/11/2020,Ohangwena,218,213,2,0,0,1
14/11/2020,Omaheke,121,114,3,0,1,3
14/11/2020,Omusati,74,64,1,0,1,0
14/11/2020,Oshana,796,712,5,0,6,0
14/11/2020,Oshikoto,444,435,0,0,5,0
14/11/2020,Otjozondjupa,391,380,5,0,0,0
14/11/2020,Zambezi,81,81,0,0,0,0
15/11/2020,Erongo,3988,3881,40,0,0,1
15/11/2020,Hardap,699,619,5,0,0,0
15/11/2020,Kharas,436,411,4,0,1,1
15/11/2020,Kavango West,8,7,1,0,0,0
15/11/2020,Kavango East,213,184,3,0,8,0
15/11/2020,Khomas,6046,5706,68,0,9,361
15/11/2020,Kunene,37,36,1,0,1,0
15/11/2020,Ohangwena,220,213,2,0,2,1
15/11/2020,Omaheke,122,114,3,0,1,3
15/11/2020,Omusati,74,65,1,0,1,1
15/11/2020,Oshana,796,712,5,0,6,0
15/11/2020,Oshikoto,444,435,0,0,5,0
15/11/2020,Otjozondjupa,391,380,5,0,0,0
15/11/2020,Zambezi,81,81,0,0,0,0
16/11/2020,Erongo,3988,3921,41,1,0,40
16/11/2020,Hardap,699,619,5,0,0,0
16/11/2020,Kharas,440,411,4,0,4,1
16/11/2020,Kavango West,8,7,1,0,0,0
16/11/2020,Kavango East,213,184,3,0,8,0
16/11/2020,Khomas,6053,5922,69,1,7,216
16/11/2020,Kunene,37,36,1,0,0,0
16/11/2020,Ohangwena,220,216,2,0,0,3
16/11/2020,Omaheke,122,114,3,0,0,3
16/11/2020,Omusati,74,67,1,0,0,2
16/11/2020,Oshana,796,712,5,0,0,36
16/11/2020,Oshikoto,444,435,0,0,0,0
16/11/2020,Otjozondjupa,391,380,5,0,0,0
16/11/2020,Zambezi,81,81,0,0,0,0
17/11/2020,Erongo,3992,3924,41,0,3,3
17/11/2020,Hardap,702,619,5,0,3,0
17/11/2020,Kharas,448,411,4,0,8,1
17/11/2020,Kavango West,8,7,1,0,0,0
17/11/2020,Kavango East,213,184,3,0,0,0
17/11/2020,Khomas,6080,5929,69,0,27,7
17/11/2020,Kunene,37,36,1,0,0,0
17/11/2020,Ohangwena,220,216,2,0,0,3
17/11/2020,Omaheke,122,114,3,0,0,3
